Word	FREQcount 	CDcount 	FREQlow 	Cdlow	SUBTLWF	Lg10WF
불과한	1054					3.0233
남쪽	1054					3.0233
연기를	1053					3.0228
옷	1053					3.0228
걱정이	1053					3.0228
고위	1052					3.0224
뉴욕	1051					3.0220
쏟아져	1051					3.0220
혜택을	1051					3.0220
이탈리아	1050					3.0216
이웃	1050					3.0216
입술을	1050					3.0216
누구	1049					3.0212
살아야	1049					3.0212
잊고	1048					3.0208
기업들이	1048					3.0208
보낼	1048					3.0208
자네	1048					3.0208
이밖에	1048					3.0208
앉았다.	1048					3.0208
결과에	1047					3.0204
남자를	1046					3.0199
해결할	1046					3.0199
선생님의	1045					3.0195
확대	1045					3.0195
관련하여	1044					3.0191
여기에는	1044					3.0191
시인의	1044					3.0191
전했다.	1044					3.0191
같기도	1043					3.0187
존재하지	1043					3.0187
경쟁을	1043					3.0187
않아서	1042					3.0183
찾아가	1042					3.0183
수의	1042					3.0183
높다.	1041					3.0179
전망이다.	1041					3.0179
상을	1041					3.0179
목적이	1041					3.0179
자금	1041					3.0179
내의	1041					3.0179
부모의	1041					3.0179
회사를	1040					3.0175
사라지고	1040					3.0175
수없이	1040					3.0175
왕이	1040					3.0175
17일	1039					3.0170
여야	1039					3.0170
소련의	1039					3.0170
없으며	1038					3.0166
것과는	1038					3.0166
민주당은	1038					3.0166
창	1037					3.0162
이루어	1036					3.0158
심하게	1036					3.0158
대통령을	1036					3.0158
국민학교	1036					3.0158
주가	1035					3.0154
형의	1035					3.0154
기본적으로	1035					3.0154
태도가	1035					3.0154
당분간	1035					3.0154
담아	1034					3.0149
주변에	1034					3.0149
기술의	1034					3.0149
"순간,"	1034					3.0149
따위의	1032					3.0141
수도권	1032					3.0141
문학적	1032					3.0141
방금	1032					3.0141
위험한	1031					3.0137
남는	1031					3.0137
포함해	1031					3.0137
않다고	1031					3.0137
성공을	1030					3.0133
가치	1030					3.0133
방에서	1030					3.0133
서너	1029					3.0128
과정이	1029					3.0128
편의	1029					3.0128
있을까.	1028					3.0124
이해하고	1028					3.0124
경영	1028					3.0124
운영하는	1028					3.0124
회장이	1028					3.0124
이루어져	1028					3.0124
쓰기	1028					3.0124
검찰의	1028					3.0124
잔	1027					3.0120
같아요.	1027					3.0120
비중을	1027					3.0120
사용되는	1027					3.0120
생길	1027					3.0120
이리저리	1026					3.0116
그때는	1026					3.0116
풀	1026					3.0116
쉽다.	1026					3.0116
왠지	1026					3.0116
위치한	1026					3.0116
거리에	1025					3.0111
도는	1024					3.0107
그치지	1024					3.0107
힘의	1024					3.0107
기준을	1023					3.0103
인기	1023					3.0103
싼	1022					3.0099
알리는	1021					3.0095
어렸을	1020					3.0090
집의	1020					3.0090
공장	1020					3.0090
되는데	1020					3.0090
권력의	1020					3.0090
성을	1019					3.0086
참고	1019					3.0086
젖어	1019					3.0086
마련한	1019					3.0086
이라고	1019					3.0086
것인데	1019					3.0086
달리는	1018					3.0082
텍스트	1018					3.0082
이중	1018					3.0082
말하여	1018					3.0082
할지라도	1018					3.0082
검찰이	1017					3.0077
가운데서	1017					3.0077
"것이요,"	1017					3.0077
두루	1016					3.0073
훈련을	1016					3.0073
마련해	1016					3.0073
조지	1015					3.0069
옆	1015					3.0069
사전	1015					3.0069
주된	1015					3.0069
30	1015					3.0069
다행히	1014					3.0065
거죠.	1014					3.0065
괜히	1014					3.0065
결과적으로	1014					3.0065
자식을	1013					3.0060
많다는	1013					3.0060
친구의	1013					3.0060
들어가서	1012					3.0056
조심스럽게	1012					3.0056
독립	1011					3.0052
시에	1011					3.0052
재빨리	1011					3.0052
진실을	1011					3.0052
넣은	1011					3.0052
절차를	1011					3.0052
신문에	1011					3.0052
아니냐는	1010					3.0048
환자가	1010					3.0048
것이란	1010					3.0048
몰려	1009					3.0043
아내	1009					3.0043
젖은	1009					3.0043
"네.
"	1009					3.0043
주제를	1009					3.0043
전자	1008					3.0039
무대	1008					3.0039
뛰어	1008					3.0039
세상은	1008					3.0039
번씩	1008					3.0039
건설	1007					3.0035
나가고	1007					3.0035
세계적	1007					3.0035
엄격한	1007					3.0035
감독이	1007					3.0035
조직	1007					3.0035
총선	1006					3.0030
후에도	1006					3.0030
방법에	1006					3.0030
강조하고	1006					3.0030
취한	1006					3.0030
농사를	1006					3.0030
이끌어	1005					3.0026
관계없이	1005					3.0026
끝나면	1005					3.0026
딸린	1005					3.0026
시인	1005					3.0026
기능	1004					3.0022
착한	1004					3.0022
구	1004					3.0022
정치의	1003					3.0017
읽은	1003					3.0017
표정이	1003					3.0017
나고	1002					3.0013
있었으나	1002					3.0013
아기가	1002					3.0013
만하다.	1002					3.0013
없으니	1001					3.0009
자식	1001					3.0009
올림픽	1000					3.0004
사람처럼	999					3.0000
논의를	999					3.0000
성적	999					3.0000
그러던	999					3.0000
투자를	998					2.9996
필요하다고	998					2.9996
나름의	998					2.9996
실려	998					2.9996
걸었다.	998					2.9996
입에서	998					2.9996
총리	998					2.9996
설명했다.	998					2.9996
참석한	997					2.9991
근거로	997					2.9991
할머니	997					2.9991
곳이다.	997					2.9991
일본과	996					2.9987
은근히	996					2.9987
변화	996					2.9987
빛나는	996					2.9987
시내	996					2.9987
노인이	995					2.9983
민간	995					2.9983
쓰인다.	995					2.9983
차에	995					2.9983
3개	995					2.9983
오래된	995					2.9983
바꾸는	995					2.9983
작업이	995					2.9983
기업은	994					2.9978
"생각한다.
"	994					2.9978
사용하여	994					2.9978
전통을	994					2.9978
세기	994					2.9978
해요.	993					2.9974
연구의	993					2.9974
집안의	993					2.9974
원인은	993					2.9974
둘은	993					2.9974
활동	993					2.9974
모인	993					2.9974
연구에	993					2.9974
목소리는	993					2.9974
관리	991					2.9965
없다면	990					2.9961
마을의	990					2.9961
거기에는	990					2.9961
법	990					2.9961
중심이	989					2.9956
가정	989					2.9956
하늘에	989					2.9956
…	988					2.9952
날로	988					2.9952
외국의	988					2.9952
일의	987					2.9948
적	987					2.9948
강원도	987					2.9948
인식이	986					2.9943
방침을	986					2.9943
전국의	986					2.9943
보여준	986					2.9943
언론	986					2.9943
씨를	986					2.9943
하도	985					2.9939
문제도	985					2.9939
여간	985					2.9939
감독	984					2.9934
해를	984					2.9934
수입	984					2.9934
하는지	984					2.9934
2002년	984					2.9934
국민들이	984					2.9934
"주었다.
"	984					2.9934
나가야	984					2.9934
아들의	983					2.9930
"따르면,"	983					2.9930
향하여	983					2.9930
잡을	983					2.9930
달하는	983					2.9930
이곳에서	983					2.9930
국내에서	983					2.9930
깔려	983					2.9930
년이	982					2.9926
자란	982					2.9926
요구하고	981					2.9921
넘게	981					2.9921
모	981					2.9921
통일을	981					2.9921
달고	981					2.9921
가르치는	981					2.9921
발표했다.	981					2.9921
밀접한	981					2.9921
가져야	981					2.9921
"발표했다.
"	980					2.9917
하나인	980					2.9917
잘못을	980					2.9917
찾아온	980					2.9917
"알아보자.
"	980					2.9917
현실적인	979					2.9912
인천	979					2.9912
조화를	979					2.9912
받아들일	979					2.9912
번이나	979					2.9912
자리	979					2.9912
유리한	978					2.9908
중국이	978					2.9908
개인적	978					2.9908
불쑥	977					2.9903
기록한	977					2.9903
소식이	976					2.9899
얻고	976					2.9899
애써	976					2.9899
간혹	976					2.9899
도와	976					2.9899
시장에서	976					2.9899
참된	976					2.9899
받기	975					2.9894
언급한	975					2.9894
전형적인	975					2.9894
표현하는	975					2.9894
차는	975					2.9894
있을지	975					2.9894
굳게	975					2.9894
표현이	974					2.9890
80년대	974					2.9890
개혁의	974					2.9890
"""그래,"	974					2.9890
예가	974					2.9890
남기고	973					2.9886
분명하게	973					2.9886
골라	973					2.9886
제발	973					2.9886
비하면	972					2.9881
나은	972					2.9881
품고	972					2.9881
돌아갈	972					2.9881
초등학교	971					2.9877
사서	971					2.9877
의미로	971					2.9877
효과적으로	971					2.9877
산에	971					2.9877
"싶다.
"	971					2.9877
제도가	971					2.9877
수시로	971					2.9877
싶다는	970					2.9872
늦은	970					2.9872
따라서는	970					2.9872
고스란히	970					2.9872
말씀	970					2.9872
사전에	969					2.9868
환경에	969					2.9868
규정하고	969					2.9868
우수한	968					2.9863
해.	968					2.9863
대학에서	968					2.9863
수사를	968					2.9863
무엇인가를	968					2.9863
웃음이	968					2.9863
주어야	968					2.9863
내부의	967					2.9859
이십	967					2.9859
딸이	967					2.9859
심지어는	967					2.9859
비하여	966					2.9854
?	966					2.9854
형식으로	966					2.9854
기운이	966					2.9854
때였다.	965					2.9850
필요할	965					2.9850
절반	965					2.9850
뜨고	965					2.9850
민주당의	965					2.9850
학교의	964					2.9845
몸으로	964					2.9845
경제를	963					2.9841
유지하고	963					2.9841
있듯이	963					2.9841
문학을	963					2.9841
행복을	962					2.9836
완벽한	962					2.9836
침을	962					2.9836
들어서는	962					2.9836
운명을	962					2.9836
놓아	962					2.9836
예.	961					2.9832
모은	961					2.9832
비용을	960					2.9827
설	960					2.9827
받으며	960					2.9827
벌인	959					2.9823
따위를	959					2.9823
잡지	959					2.9823
팀	959					2.9823
생각하며	958					2.9818
지켜	958					2.9818
경찰에	958					2.9818
싸움을	958					2.9818
바쁜	957					2.9814
설명하는	957					2.9814
불	957					2.9814
때만	956					2.9809
남편과	956					2.9809
첫번째	956					2.9809
"방침이다.
"	955					2.9805
활동에	955					2.9805
들렸다.	955					2.9805
뚫고	955					2.9805
날카로운	954					2.9800
마리	954					2.9800
중요성을	954					2.9800
체제를	954					2.9800
27일	953					2.9795
지나면	953					2.9795
자신	953					2.9795
유전자	952					2.9791
논리를	952					2.9791
양의	952					2.9791
시장이	952					2.9791
날을	951					2.9786
너도	951					2.9786
그리는	951					2.9786
입장이	951					2.9786
문장을	950					2.9782
히딩크	950					2.9782
얼핏	950					2.9782
우주의	949					2.9777
흐르고	949					2.9777
올라가	949					2.9777
제외하고는	948					2.9773
물의	948					2.9773
낳고	948					2.9773
하늘의	948					2.9773
이씨는	947					2.9768
총리는	947					2.9768
자체에	947					2.9768
"되며,"	946					2.9763
다음에는	946					2.9763
구할	945					2.9759
군사	945					2.9759
정당한	944					2.9754
발견할	944					2.9754
머물러	944					2.9754
우주	944					2.9754
한편으로	944					2.9754
1998년	944					2.9754
텅	944					2.9754
혀를	943					2.9750
바꿀	943					2.9750
앞으로의	943					2.9750
가져다	943					2.9750
교육이	942					2.9745
잃어버린	942					2.9745
"되는데,"	942					2.9745
뒤의	941					2.9741
양쪽	941					2.9741
떠올랐다.	941					2.9741
곧장	941					2.9741
하면서도	941					2.9741
호텔	940					2.9736
미치지	940					2.9736
없음을	939					2.9731
여유가	939					2.9731
값이	939					2.9731
살기	939					2.9731
문화는	939					2.9731
우리들	938					2.9727
"""……""
"	938					2.9727
소설이	938					2.9727
역할이	938					2.9727
광주	938					2.9727
전통적	938					2.9727
않았고	938					2.9727
시민의	937					2.9722
아저씨는	937					2.9722
못지	937					2.9722
역대	936					2.9717
외부	936					2.9717
알기	936					2.9717
형식을	936					2.9717
추진	936					2.9717
비중이	935					2.9713
아내와	935					2.9713
옳은	935					2.9713
자를	935					2.9713
소리도	935					2.9713
한달	935					2.9713
9	935					2.9713
내용과	935					2.9713
인터넷을	934					2.9708
않는다면	934					2.9708
가족이	934					2.9708
때보다	934					2.9708
완전	933					2.9703
즐겁게	933					2.9703
근거를	933					2.9703
급격히	933					2.9703
내며	933					2.9703
소년은	933					2.9703
아직까지	932					2.9699
마는	932					2.9699
앞으로는	932					2.9699
논의가	932					2.9699
내용에	931					2.9694
활동이	931					2.9694
공무원	931					2.9694
같아서	930					2.9689
꽃	930					2.9689
기를	930					2.9689
땅의	930					2.9689
이루어질	930					2.9689
각각의	930					2.9689
변화의	928					2.9680
보냈다.	928					2.9680
조건이	928					2.9680
어느덧	927					2.9675
가리키는	927					2.9675
시키는	927					2.9675
경쟁력을	927					2.9675
실린	927					2.9675
가면서	926					2.9671
첫째는	926					2.9671
문장	926					2.9671
상대	926					2.9671
것들은	926					2.9671
올리는	926					2.9671
않았기	926					2.9671
대부분은	925					2.9666
가지게	925					2.9666
할머니가	925					2.9666
중국과	925					2.9666
각자	925					2.9666
용기를	925					2.9666
가격	925					2.9666
묻혀	924					2.9661
맞서	924					2.9661
진행되고	924					2.9661
서로를	923					2.9657
추진하고	923					2.9657
소	923					2.9657
필요성을	923					2.9657
노는	923					2.9657
비단	923					2.9657
살펴보면	923					2.9657
이어서	923					2.9657
활짝	923					2.9657
주의를	923					2.9657
매달려	922					2.9652
대충	921					2.9647
정신의	921					2.9647
어려움이	921					2.9647
압력을	921					2.9647
없다	921					2.9647
2일	920					2.9643
"없지만,"	920					2.9643
아기	920					2.9643
일어난다.	920					2.9643
시점에서	919					2.9638
이르렀다.	919					2.9638
중심	919					2.9638
대표하는	919					2.9638
기반을	919					2.9638
정책의	919					2.9638
그로부터	919					2.9638
넘치는	918					2.9633
했었다.	918					2.9633
하려는	918					2.9633
이끄는	918					2.9633
내용으로	918					2.9633
가족의	918					2.9633
일고	917					2.9628
되었고	917					2.9628
일대	917					2.9628
돌아왔다.	917					2.9628
무엇인가?	916					2.9624
맺고	916					2.9624
들어선	916					2.9624
12	916					2.9624
자의	915					2.9619
아닐까	915					2.9619
인정하고	915					2.9619
사랑에	915					2.9619
22일	915					2.9619
얻기	915					2.9619
"보았다.
"	915					2.9619
되었다고	915					2.9619
때문이	915					2.9619
끝날	914					2.9614
말했습니다.	914					2.9614
친구는	914					2.9614
남이	914					2.9614
양상을	913					2.9609
달러	913					2.9609
편지	913					2.9609
주목할	912					2.9605
갈등이	912					2.9605
역사와	911					2.9600
나머지는	911					2.9600
동생	910					2.9595
92년	910					2.9595
사내의	910					2.9595
차마	910					2.9595
하도록	910					2.9595
시민	909					2.9590
중국에서	909					2.9590
나한테	909					2.9590
것”이라고	909					2.9590
내용	909					2.9590
이룰	908					2.9586
비교해	908					2.9586
선을	907					2.9581
잘라	907					2.9581
문명의	907					2.9581
곳곳에	906					2.9576
장차	906					2.9576
뒤에도	906					2.9576
쪽은	906					2.9576
관하여	906					2.9576
지하	905					2.9571
되면서	905					2.9571
모양이	905					2.9571
주민들의	905					2.9571
믿지	904					2.9566
벗어날	904					2.9566
시켜	904					2.9566
기분	904					2.9566
있거나	904					2.9566
"""그런"	904					2.9566
인구	903					2.9562
선수	903					2.9562
통하는	903					2.9562
모시고	903					2.9562
평화를	902					2.9557
음식	902					2.9557
던져	902					2.9557
굵은	902					2.9557
꼬리를	902					2.9557
2천	902					2.9557
팔아	902					2.9557
때문일	901					2.9552
"""난"	901					2.9552
20세기	901					2.9552
로마	901					2.9552
어울려	901					2.9552
알아서	901					2.9552
술에	901					2.9552
독자적인	900					2.9547
사라진	900					2.9547
실제로는	900					2.9547
여느	900					2.9547
영화가	899					2.9542
결과로	899					2.9542
어렵다는	899					2.9542
여기저기	899					2.9542
관계로	899					2.9542
"""Q=2"""	898					2.9538
특징은	898					2.9538
영역을	898					2.9538
이걸	898					2.9538
이루어지고	897					2.9533
